#,Name,Team,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,SB,CS,NSB,AVG,OBP,SLG,K%,BB%,real_AB,real_PA,real_H,real_1B,real_2B,real_3B,real_HR,real_R,real_RBI,real_BB,real_IBB,real_SO,real_HBP,real_SF,real_SH,real_SB,real_CS,real_NSB,real_AVG,real_OBP,real_SLG,real_K%,real_BB%,avg_hit_angle,anglesweetspotpercent,ev50,fbld,ev95percent,brl_percent,Adj_BRL%,Optimal_Pulled_Flyball%,Adj_OPFB,95%_EV,Adj_LA,Adj_95EV,Adj_LA_95%_EV,O-Swing%,Adj_O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,CStr%,CSW%
211,Jon Berti,MIA,83,369.7073171,424,89.19512195,64.63414634,16.80487805,2.585365854,5.170731707,50.41463415,32.31707317,43.95121951,0,94.36585366,5.170731707,2.585365854,2.585365854,29.73170732,6.463414634,23.26829268,0.24,0.328220859,0.342657343,22.25609756,10.36585366,388,424,114,88,16,3,7,53,33,29,2,77,2,3,2,16,6,10,0.294,0.344,0.405,18.2,6.8,4.7,30.7,98.8,92,37,5.9,22.26415095,2.222222222,7.207017061,107.45,20.5183,42.966272,881.5948588,26.3,77.777814,67.7,44.4,60.5,87.5,78.5,43.6,61.9,9.6,18.1,27.6
214,Nolan Gorman,STL,90,422.1746479,464,99.33521127,58.81690141,19.6056338,1.307042254,19.6056338,54.89577465,57.50985915,33.98309859,0,141.1605634,3.921126761,2.614084507,1.307042254,2.614084507,1.307042254,1.307042254,0.234,0.296610169,0.427244582,30.42253521,7.323943662,406,464,96,52,17,0,27,59,76,53,1,148,3,2,0,7,2,5,0.236,0.328,0.478,31.9,11.4,20,46.7,100.7,94,43.3,14.4,54.33962265,11.04972376,63.44241856,108.04,84.2734,46.1832824,3892.022231,34.2,50.347276,76.7,50.8,53.5,78.9,68.5,39,65.8,16,12.8,28.9
215,Justin Turner,BOS,122,554.9471624,626,148.2309198,98.00391389,31.85127202,1.225048924,17.15068493,74.72798434,79.62818004,55.12720157,1.225048924,104.1291585,9.800391389,6.125244618,0,3.675146771,1.225048924,2.450097847,0.267,0.340508806,0.421633554,16.63405088,8.806262231,558,626,154,100,31,0,23,86,96,51,0,110,11,6,0,4,1,3,0.276,0.345,0.455,17.6,8.1,18.4,40.6,99,92.2,40.6,8,30.18867925,6.549118388,34.7714125,105.76,77.6062,33.7514456,2619.321438,31.3,60.416714,72.5,48.3,73.4,86.7,81.6,41.3,57.7,8.9,14.6,23.5
216,Jacob Stallings,PIT,105,246.2769231,276,56.61538462,41.04615385,10.61538462,0.707692308,4.246153846,23.35384615,25.47692308,23.35384615,0,60.15384615,2.830769231,2.123076923,1.415384615,0.707692308,0.707692308,0,0.229,0.301546392,0.33045977,21.79487179,8.461538462,241,276,46,29,14,0,3,22,20,27,0,67,3,2,3,0,0,0,0.191,0.278,0.286,24.3,9.8,12.9,33.5,96.7,89.2,32.3,3.4,12.83018868,5.514705882,28.18171072,104.09,54.6877,24.6456704,1347.815029,30.3,63.888934,63.4,43.7,62.4,90.5,78.9,40.5,62.2,9.2,20.2,29.4
217,Brandon Belt,TOR,88,348.2366197,404,80.8,45.52112676,14.7943662,1.138028169,18.2084507,48.93521127,50.07323944,47.7971831,2.276056338,105.8366197,5.690140845,2.276056338,1.138028169,2.276056338,1.138028169,1.138028169,0.231,0.332394366,0.434640523,26.1971831,11.83098592,339,404,86,44,23,0,19,53,43,61,1,141,2,2,0,0,0,0,0.254,0.369,0.49,34.9,15.1,23.4,37.9,99.3,93,38.5,12.6,47.54716982,9.195402299,51.62950509,106.05,98.4412,35.332688,3478.192206,24.9,82.638922,77.9,46.4,54.2,79.3,71.3,40.5,58.7,13.3,13.2,26.5
219,Victor Caratini,MIL,74,198.1846154,226,46.06923077,30.42307692,8.692307692,0,6.953846154,22.6,24.33846154,20.86153846,0.869230769,50.41538462,3.476923077,1.738461538,0.869230769,0.869230769,0,0.869230769,0.231,0.313953488,0.381578947,22.30769231,9.230769231,201,226,52,41,4,0,7,23,25,19,0,45,3,3,0,1,1,0,0.259,0.327,0.383,19.9,8.4,6.6,30,100.6,93.2,43.5,6.3,23.77358491,3.381642512,14.59307814,109.3,28.4356,53.053508,1508.608332,26,78.81948,63.4,42.3,62.3,91.3,81.2,43.6,56.7,7.9,19.5,27.4
220,Kevin Kiermaier,TOR,101,370.0465116,408,86.4496124,57.98449612,17.92248062,3.162790698,8.434108527,46.3875969,40.0620155,30.57364341,0,103.3178295,4.217054264,2.108527132,1.054263566,11.59689922,3.162790698,8.434108527,0.234,0.297927461,0.37037037,25.32299742,7.493540052,370,408,98,63,21,6,8,58,36,29,0,86,4,4,1,14,1,13,0.265,0.322,0.419,21.1,7.1,5.3,33.8,98.9,91.1,38.6,6.9,26.03773585,5.517241379,28.19786305,106.65,23.0185,38.604224,888.6113301,32.8,55.208384,75.1,51.4,47.1,84.3,71,43.9,64.7,14.9,12.9,27.8
221,Elias Diaz,COL,98,481.3260274,526,118.169863,76.37808219,23.05753425,1.44109589,15.85205479,56.20273973,63.40821918,36.02739726,0,102.3178082,4.323287671,2.882191781,1.44109589,0,1.44109589,-1.44109589,0.246,0.302197802,0.395209581,19.45205479,6.849315068,486,526,130,90,25,1,14,48,72,34,0,118,2,4,0,1,0,1,0.267,0.316,0.409,22.4,6.5,11.1,28.3,100.1,92.7,39.3,5.9,22.26415095,5.839416058,30.25026965,109.23,47.1871,52.6718288,2485.430853,37,40.62506,74.4,51.8,64.5,89.9,78.9,39.4,63.3,10.9,13.4,24.4
222,Yan Gomes,CHC,79,390.3993174,419,95.81228669,64.35153584,17.16040956,1.43003413,11.44027304,41.47098976,47.19112628,18.59044369,1.43003413,78.65187713,4.290102389,4.290102389,1.43003413,1.43003413,1.43003413,0,0.246,0.284246575,0.380952381,18.77133106,4.436860068,382,419,102,70,20,2,10,44,63,21,1,81,9,7,0,1,0,1,0.267,0.315,0.408,19.3,5,9.4,37.9,96.7,90.4,28.9,3.4,12.83018868,9.012875536,50.46672242,105.62,40.1032,32.9880872,1322.927859,41.9,23.611182,72.1,54.2,71.6,90.5,81.8,40.7,63.1,9.8,15.8,25.6
223,Whit Merrifield,TOR,123,545.015873,592,142.1269841,98.66666667,29.36507937,2.349206349,11.74603175,72.82539683,58.73015873,36.41269841,0,92.79365079,3.523809524,5.873015873,1.174603175,21.14285714,5.873015873,15.26984127,0.26,0.308151093,0.387931034,15.67460317,6.150793651,547,592,149,111,27,0,11,66,67,36,2,101,3,6,0,26,10,16,0.272,0.318,0.382,17.1,6.1,15.1,37.5,96.4,90.8,31.1,4.2,15.84905661,7.424593968,40.34861014,103.34,63.8551,20.5562504,1312.621425,35,47.5695,71.5,50.5,73.8,87.5,82,42.6,59.5,9.1,15.3,24.4
224,Mitch Garver,TEX,88,300.2711864,344,68.02259887,39.84180791,13.60451977,0.971751412,14.57627119,40.81355932,42.75706215,35.95480226,0,92.31638418,3.88700565,2.915254237,0.971751412,1.943502825,0.971751412,0.971751412,0.226,0.314447592,0.427184466,26.83615819,10.4519774,296,344,80,50,11,0,19,45,50,44,1,82,3,0,0,0,0,0,0.27,0.37,0.5,23.8,12.8,18.4,37.2,99.5,91.8,38.7,8.8,33.20754717,16.78832117,100.0000253,108.52,77.6062,48.8005112,3787.222232,27.1,75.000038,62.4,42.2,68.5,82.9,77.6,42.8,59.1,9.4,19.9,29.4
226,Luis Garcia Jr.,WSN,130,453.4847328,482,119.5801527,80.94656489,23.91603053,2.759541985,11.95801527,50.59160305,53.35114504,22.07633588,1.839694656,95.66412214,2.759541985,2.759541985,1.839694656,4.599236641,1.839694656,2.759541985,0.264,0.300191205,0.407707911,19.84732824,4.580152672,447,482,119,88,18,4,9,61,50,27,1,60,0,7,1,9,4,5,0.266,0.304,0.385,12.4,5.6,5.5,37.4,99,94.2,36.7,7.5,28.3018868,6.40569395,33.85773032,107.15,23.8519,41.330504,985.8110484,43.7,17.361186,68,53.3,66.3,83.1,74.8,39.5,70,13.5,17.7,31.1
227,Orlando Arcia,ATL,76,481,533,117,78,20.42857143,0,16.71428571,59.42857143,61.28571429,42.71428571,0,107.7142857,3.714285714,3.714285714,1.857142857,3.714285714,1.857142857,1.857142857,0.244,0.307692308,0.386100386,20.20905923,8.013937282,488,533,129,87,25,0,17,66,65,39,0,102,3,3,0,1,0,1,0.264,0.321,0.42,19.1,7.3,11.7,30,100.2,93.7,42.5,7.5,28.3018868,7.272727273,39.38114675,106.34,49.6873,36.9139304,1834.153534,31.2,60.763936,63.8,44.7,54.2,88.5,74.5,41.4,61.5,11.4,17.9,29.3
229,Lane Thomas,WSN,124,611.072,682,144.584,88.66,31.372,2.728,20.46,83.204,69.564,58.652,0,167.772,5.456,4.092,2.728,12.276,4.092,8.184,0.236,0.307228916,0.395089286,24.6,8.6,628,682,168,101,36,3,28,101,86,36,0,176,11,7,0,20,5,15,0.268,0.315,0.468,25.8,5.3,12.5,32.6,98.4,93,34.5,6.5,24.52830189,7.486631016,40.74381577,107.19,53.0209,41.5486064,2202.944505,29.5,66.66671,63.3,44.1,68.7,89,81.3,43,59.5,8.3,20.5,28.7
231,C.J. Cron,COL,137,249.0416667,278,63.70833333,37.64583333,12.54861111,0.965277778,12.54861111,35.23263889,41.50694444,22.68402778,1.447916667,67.56944444,4.826388889,1.930555556,0,0,0,0,0.255,0.327556326,0.465116279,24.30555556,8.159722222,258,278,64,40,12,0,12,38,37,17,0,65,1,2,0,0,0,0,0.248,0.295,0.434,23.4,6.1,14.2,36.8,101.4,93.5,42.3,10.8,40.75471698,7.075471698,38.12453451,111.6,60.1048,65.594396,3942.538053,35.8,44.791724,64.4,47.7,65.1,86.9,77.3,41.6,61.4,10.8,17.6,28.4
232,Isiah Kiner-Falefa,NYY,89,332.4463277,361,86.68079096,68.32485876,14.27683616,1.019774011,3.059322034,39.77118644,29.57344633,20.39548023,1.019774011,49.96892655,4.079096045,2.039548023,2.039548023,13.25706215,4.079096045,9.177966102,0.262,0.309659091,0.337423313,13.84180791,5.649717514,326,361,79,60,12,1,6,39,37,28,0,70,3,3,1,14,5,9,0.242,0.306,0.34,19.4,7.8,4.3,29.4,96.6,90.1,30.1,1.2,4.528301887,2.517162471,9.085927333,103.85,18.8515,23.337056,439.9385112,33.1,54.166718,59.6,44.7,81.8,95.6,89.8,43.6,62.3,4.5,21.3,25.9
233,Brian Anderson,MIL,97,319.1712846,361,74.56423174,48.19395466,14.54911839,0.909319899,10.00251889,40.01007557,38.19143577,33.64483627,0.909319899,96.38790932,6.365239295,1.818639798,0.909319899,1.818639798,0.909319899,0.909319899,0.233,0.317380353,0.376068376,26.70025189,9.319899244,318,361,72,48,12,3,9,38,40,36,0,108,4,3,0,1,3,-2,0.226,0.31,0.368,29.9,10,7.7,31.1,100.4,95.8,42,9.7,36.60377359,4.526748971,21.88795327,109.16,33.0193,52.2901496,1726.584137,32.3,56.944494,76.8,50.5,59.7,79.8,72.1,40.9,60.3,14.1,13.4,27.5
234,Brandon Marsh,PHI,123,426.5774059,472,101.707113,68.13389121,19.74895397,2.962343096,9.874476987,52.33472803,45.42259414,35.54811715,0.987447699,152.0669456,3.949790795,2.962343096,2.962343096,10.86192469,2.962343096,7.89958159,0.238,0.301052632,0.365740741,32.21757322,7.531380753,404,472,112,69,25,6,12,58,60,59,2,144,4,4,1,10,2,8,0.277,0.372,0.458,30.5,12.5,10.9,40.8,99.6,92.6,38.2,7.4,27.9245283,7.067137809,38.07144366,107.7,46.3537,44.329412,2054.832265,33.7,52.083386,67,47.6,60.3,81.4,72.7,41.8,60.5,13,18.4,31.4
236,Eduardo Escobar,NYM,116,281.9625,309,66.30625,40.55625,12.875,1.93125,10.94375,35.40625,38.625,22.53125,1.2875,68.88125,1.2875,2.575,0.64375,0.64375,0.64375,0,0.234,0.292275574,0.410958904,22.29166667,7.291666667,288,309,65,48,6,5,6,32,31,18,0,78,0,2,1,2,1,1,0.226,0.269,0.344,25.2,5.8,20.6,38.7,99.3,92.6,37.6,9.4,35.47169812,11.22715405,64.57273426,107.82,86.7736,44.9837192,3903.399256,38.1,36.805618,74.7,52.4,64.3,84.7,75.7,39,63.3,12.7,14.5,27.2
238,Austin Slater,SFG,77,179.7032967,207,44.73626374,30.32967033,8.340659341,0.758241758,5.307692308,27.2967033,19.71428571,21.98901099,0,54.59340659,3.032967033,0.758241758,0.758241758,7.582417582,1.516483516,6.065934066,0.25,0.339483395,0.392405063,26.37362637,10.62271062,185,207,50,36,9,0,5,24,20,20,0,58,2,0,0,2,2,0,0.27,0.348,0.4,28,9.7,6.6,43.2,99.9,94.7,39.5,10.5,39.62264151,2.631578947,9.81481494,107.11,28.4356,41.1124016,1169.055807,28.3,70.833374,69.5,44.7,58.8,79,71.3,39.8,66.5,12.8,18.1,30.9
239,Michael A. Taylor,MIN,95,353.300813,388,84.11924119,57.83197832,14.72086721,2.10298103,8.411924119,42.0596206,37.85365854,27.33875339,0,99.89159892,3.154471545,3.154471545,1.051490515,6.308943089,2.10298103,4.20596206,0.238,0.296195652,0.360119048,25.74525745,7.046070461,355,388,78,42,14,1,21,48,51,26,0,130,3,1,3,13,1,12,0.22,0.278,0.442,33.5,6.7,12.1,33.2,98,90.8,32.9,6.8,25.66037736,7.1197411,38.40655175,107.31,51.3541,42.2029136,2167.292645,35.2,46.875056,73.9,50.7,56,84.7,72.8,40.2,68.4,13.8,14.2,28
246,Spencer Torkelson,DET,132,600.137931,684,138.8965517,83.86206897,30.13793103,2.620689655,22.27586207,73.37931034,74.68965517,68.13793103,1.310344828,163.7931034,9.172413793,5.24137931,2.620689655,2.620689655,1.310344828,1.310344828,0.231,0.316698656,0.401746725,23.94636015,9.961685824,606,684,141,75,34,1,31,88,94,67,1,171,6,5,0,3,0,3,0.233,0.313,0.446,25,9.8,15,35.4,100.7,93.6,41.8,8.4,31.69811321,6.204379562,32.57526151,108.47,63.4384,48.5278832,3078.531266,27.7,72.916706,70,45.9,59.7,86.2,77.1,43.1,58.4,10.5,17,27.5
248,Jorge Mateo,BAL,96,323.603352,350,73.32402235,46.9273743,15.6424581,2.932960894,7.82122905,40.08379888,32.26256983,17.59776536,0,94.83240223,3.910614525,1.955307263,2.932960894,19.55307263,4.888268156,14.66480447,0.227,0.273239437,0.365558912,27.09497207,5.027932961,318,350,69,46,14,2,7,58,34,22,0,82,1,3,5,32,5,27,0.217,0.267,0.34,23.4,6.3,14.8,35.5,98.6,91.2,32.7,6,22.64150944,7.90960452,43.43835904,108.05,62.605,46.237808,2894.71797,39.4,32.291732,72.8,53.1,55,83.6,71,40.9,67.9,15.4,14.5,29.9
249,Gary Sanchez,,92,236.1633803,267,48.13521127,26.32394366,9.777464789,0,12.03380282,29.33239437,33.84507042,25.57183099,0,76.71549296,3.76056338,1.504225352,0.752112676,0.752112676,0.752112676,0,0.204,0.290140845,0.398089172,28.73239437,9.577464789,240,267,52,24,9,0,19,33,47,21,0,67,4,2,0,0,0,0,0.217,0.288,0.492,25.1,7.9,14,29.2,103.2,95.9,49.3,13.5,50.94339623,8.080808081,44.5290075,111.85,59.2714,66.957536,3968.666899,32.6,55.902828,60.7,44,56,84.3,71.9,40.6,59.4,12.4,19.9,32.3
250,Evan Longoria,ARI,96,213.616,237,51.824,31.6,10.112,0.632,9.48,26.544,30.968,19.592,0.632,60.04,1.896,1.896,0.632,0.632,0.632,0,0.241,0.309333333,0.428994083,25.33333333,8.266666667,211,237,47,27,9,0,11,25,28,23,0,73,0,3,0,0,0,0,0.223,0.295,0.422,30.8,9.7,18.2,33.3,101.6,96.7,46.8,12.4,46.79245283,9.139784946,51.27519598,108.08,76.7728,46.4013848,3562.364235,29.5,66.66671,64.8,44.4,61.1,79.6,72.5,42.1,58.7,12.2,17.7,29.9
259,Jorge Soler,MIA,117,509.1511387,580,115.2795031,64.8447205,24.01656315,1.200828157,26.41821946,66.04554865,74.45134576,61.24223602,1.200828157,159.7101449,6.004140787,3.602484472,1.200828157,1.200828157,1.200828157,0,0.228,0.314699793,0.436320755,27.53623188,10.55900621,504,580,126,66,24,0,36,77,75,66,4,141,6,4,0,1,0,1,0.25,0.341,0.512,24.3,11.4,13.7,33.1,103.6,97.3,43.6,12.2,46.03773585,6.451612903,34.15025599,113.78,58.0213,77.4809768,4495.546999,29.4,67.013932,70.9,46,55.6,80.9,71.2,39.9,57.2,13.2,14.8,28.1
260,Christian Arroyo,BOS,84,190.1538462,206,50.07384615,33.59384615,10.14153846,0.633846154,5.070769231,23.45230769,23.45230769,10.77538462,0.633846154,40.56615385,3.169230769,1.267692308,1.267692308,2.535384615,0.633846154,1.901538462,0.264,0.311728395,0.4,19.69230769,5.230769231,195,206,47,28,16,0,3,23,24,7,0,45,1,2,1,1,3,-2,0.241,0.268,0.369,21.8,3.4,9.1,34.9,100.6,94,42.1,6.4,24.1509434,2.916666667,11.6309599,108.39,38.8531,48.0916784,1868.51079,43,19.79174,78.2,57.4,68.9,92.2,81.9,41,65.3,10.4,11.1,21.5
261,Leody Taveras,TEX,119,506.034632,554,118.7142857,79.14285714,23.98268398,3.597402597,11.99134199,58.75757576,51.56277056,38.37229437,1.199134199,143.8961039,3.597402597,3.597402597,3.597402597,19.18614719,5.995670996,13.19047619,0.234,0.291304348,0.367298578,25.97402597,6.926406926,511,554,136,88,31,3,14,67,67,35,0,117,1,4,3,14,4,10,0.266,0.312,0.421,21.1,6.3,12,28.7,99.3,90.4,36.1,4.3,16.2264151,6.550218341,34.77841973,107.99,50.9374,45.9106544,2338.569367,33.4,53.125052,68.4,47.9,57,84.2,73.1,41.4,65.4,12.9,16.2,29.1
262,Jurickson Profar,,106,455.1264368,521,108.9908046,71.86206897,23.95402299,2.395402299,11.97701149,62.28045977,49.10574713,53.89655172,0,81.44367816,5.988505747,3.593103448,2.395402299,7.186206897,2.395402299,4.790804598,0.24,0.325635104,0.384210526,15.63218391,10.34482759,459,521,111,73,27,2,9,55,46,50,0,90,6,5,0,1,0,1,0.242,0.321,0.368,17.3,9.6,12.9,34.5,97.9,90.2,34.3,4,15.09433962,7.851239669,43.06654706,105.94,54.6877,34.7329064,1899.462765,27,75.34726,65.5,43.3,72.6,88.7,82.9,42.3,59.4,7.4,18.2,25.6
263,Ryan Jeffers,MIN,67,300.6762295,335,64.52868852,38.44262295,12.35655738,1.37295082,12.35655738,34.32377049,38.44262295,28.83196721,0,94.73360656,2.745901639,1.37295082,1.37295082,0,0,0,0.216,0.288065844,0.388127854,28.27868852,8.606557377,286,335,79,48,15,2,14,46,43,33,1,93,10,2,4,3,2,1,0.276,0.369,0.49,27.8,9.9,18.2,35.8,101.2,94,42.4,13.2,49.81132076,6.451612903,34.15025599,110.01,76.7728,56.9248256,4370.278251,29,68.40282,68.8,46.1,68.8,85.7,79.6,42.9,66.9,9.4,17.9,27.3
264,Paul DeJong,STL,63,356.4853556,400,75.31380753,45.18828452,15.06276151,0,15.06276151,46.86192469,48.53556485,33.47280335,0,113.8075314,6.694560669,3.347280335,0,5.020920502,1.673640167,3.347280335,0.209,0.288702929,0.38028169,28.45188285,8.368200837,372,400,77,50,13,0,14,41,38,21,0,121,5,2,0,4,4,0,0.207,0.258,0.355,30.3,5.3,21.7,25.6,99.5,92.9,37.6,9.8,36.98113208,9.285714286,52.20483558,108.01,91.3573,46.0197056,4204.23605,31.4,60.069492,73.4,48.7,47.8,78,66.6,41.2,64.1,16.3,14.7,31
270,Kyle Farmer,MIN,81,337.865625,369,84.178125,58.809375,17.296875,1.153125,8.071875,38.053125,39.20625,19.603125,0,65.728125,8.071875,3.459375,1.153125,2.30625,1.153125,1.153125,0.25,0.303125,0.38225256,17.8125,5.3125,336,369,86,59,14,2,11,49,46,23,0,86,8,2,0,2,4,-2,0.256,0.317,0.408,23.3,6.2,12.7,37.7,97.1,90.3,33.8,4.4,16.60377359,7.175925926,38.76447593,104.37,53.8543,26.1723872,1409.495592,38.8,34.375064,66.3,50.2,70.1,91.7,81.9,41.4,63.1,9.1,17.2,26.3
272,Akil Baddoo,DET,101,316.8141361,357,72.89528796,48.59685864,13.08376963,3.738219895,7.476439791,41.12041885,30.84031414,35.51308901,0,92.52094241,1.869109948,1.869109948,0.934554974,14.01832461,4.672774869,9.345549738,0.229,0.309711286,0.365781711,25.91623037,9.947643979,312,357,68,43,13,1,11,40,34,42,2,89,0,1,2,14,3,11,0.218,0.31,0.372,24.9,11.8,14.2,29.2,96.4,88.5,27,3.6,13.58490566,6.12244898,32.05332456,106.86,60.1048,39.7492616,2389.121419,31.1,61.111158,68.9,46.5,58,85.2,74.4,40.7,54.7,11.9,15,26.9
273,TJ Friedl,CIN,98,489.9405941,556,121.1089109,77.06930693,22.01980198,5.504950495,16.51485149,68.81188119,55.04950495,46.79207921,0,99.08910891,9.633663366,6.881188119,2.752475248,15.13861386,4.128712871,11.00990099,0.246,0.320895522,0.415730337,17.82178218,8.415841584,488,556,136,88,22,8,18,73,66,47,1,90,10,3,8,27,6,21,0.279,0.352,0.467,16.2,8.5,19.8,30.4,97.3,90.9,29.8,4.7,17.73584906,13.08900524,76.43361571,104.94,83.44,29.2803464,2443.152104,26.9,75.694482,63.3,42.7,66.2,89.4,81.2,43.5,57.8,8,19.1,27.1
275,Adam Duvall,BOS,101,323.2183623,353,69.19851117,35.91315136,14.01488834,0.875930521,18.39454094,42.04466501,49.9280397,23.65012407,0,105.1116625,4.379652605,2.627791563,0.875930521,1.751861042,0.875930521,0.875930521,0.215,0.274752475,0.433604336,29.77667494,6.699751861,320,353,79,32,24,2,21,45,58,22,1,110,6,5,0,4,0,4,0.247,0.303,0.531,31.2,6.2,23.4,36.2,100.6,93.5,41,12.8,48.3018868,11.57894737,66.81382576,109.08,98.4412,51.8539448,5104.564551,39.2,32.986176,67.6,50.5,62.7,80.5,72.2,39.9,60.3,14,15.9,29.9
279,Kyle Higashioka,NYY,62,239.8173516,260,52.23744292,32.05479452,9.497716895,0,10.68493151,27.30593607,33.24200913,15.43378995,0,61.73515982,2.374429224,2.374429224,1.187214612,0,1.187214612,-1.187214612,0.22,0.269406393,0.391089109,23.74429224,5.936073059,242,260,57,34,13,0,10,24,34,14,0,74,0,3,1,0,0,0,0.236,0.274,0.413,28.5,5.4,17.2,36.6,101.2,95.9,48.1,9.8,36.98113208,10.88082902,62.36647839,107.78,72.6058,44.7656168,3250.24342,32.5,56.25005,73.5,50.2,57.5,84.7,74.7,43.3,61.7,12.7,14,26.7
280,Jake Fraley,CIN,106,328.7943262,380,79.05437352,48.5106383,15.27186761,0.898345154,13.4751773,48.5106383,44.01891253,44.01891253,0.898345154,95.22458629,4.491725768,2.695035461,0.898345154,8.983451537,2.695035461,6.288416076,0.239,0.3356974,0.412568306,25.05910165,11.58392435,336,380,86,53,18,0,15,41,65,37,2,71,6,1,0,21,5,16,0.256,0.339,0.443,18.7,9.7,13.8,33.5,96.8,89.4,27.6,7.3,27.54716981,10.42944785,59.49096472,107.06,58.438,40.8397736,2386.59469,27.8,72.569484,70.5,45.6,59.4,85.5,76.2,41.6,58.3,10.9,15.1,26
281,Nicky Lopez,KCR,106,235.4765432,262,59.51604938,46.57777778,9.703703704,1.940740741,0.64691358,27.17037037,17.46666667,18.76049383,0,36.87407407,1.940740741,1.29382716,3.881481481,7.116049383,1.940740741,5.175308642,0.251,0.311557789,0.315934066,14.07407407,7.160493827,225,262,52,40,8,3,1,32,25,26,0,40,6,1,4,6,2,4,0.231,0.326,0.307,15.3,9.9,4.9,31,94.9,88.9,22.9,1.6,6.03773585,2.083333333,6.322228494,102.28,21.3517,14.7765368,315.5041808,33.5,52.77783,67.8,48.4,78.1,88.8,84.6,43.5,61.9,7.4,16.9,24.3
282,Andrew McCutchen,PIT,117,412.4329268,473,98.06097561,61.52845528,20.18902439,0.961382114,15.38211382,55.7601626,55.7601626,51.91463415,0.961382114,99.98373984,3.845528455,3.845528455,0.961382114,6.729674797,1.922764228,4.806910569,0.239,0.32586558,0.403263403,21.13821138,10.97560976,390,473,100,69,19,0,12,55,43,75,1,100,4,4,0,11,3,8,0.256,0.378,0.397,21.1,15.9,13.2,36.2,99.9,93.5,40,8.6,32.45283019,6.835443038,36.59543729,107.49,55.9378,43.1843744,2415.638898,24.9,82.638922,71.6,44.9,59.8,85.8,77.6,42.9,57.2,10.1,16.4,26.4
284,Marcell Ozuna,ATL,100,537.5302663,592,131.874092,83.13801453,22.9346247,1.433414044,25.80145278,68.80387409,77.40435835,47.30266344,0,137.6077482,2.866828087,2.866828087,1.433414044,2.866828087,1.433414044,1.433414044,0.246,0.308252427,0.44,23.24455206,7.99031477,530,592,145,75,29,1,40,84,100,57,1,134,3,2,0,0,0,0,0.274,0.346,0.558,22.6,9.6,16.5,31.8,101.8,95,43.8,13.1,49.43396227,7.627118644,41.63878907,111.06,69.6889,62.6500136,4366.010533,36.1,43.750058,69.9,49.4,58.2,84.9,73.1,39.3,61.5,13.3,15.6,28.9
286,David Peralta,,108,381.7627907,422,96.17674419,62.80930233,20.60930233,1.962790698,10.79534884,46.1255814,48.08837209,33.36744186,2.944186047,90.28837209,2.944186047,2.944186047,0,1.962790698,0.981395349,0.981395349,0.253,0.314685315,0.401028278,21.39534884,7.906976744,394,422,102,69,25,1,7,47,55,20,1,72,2,6,0,4,1,3,0.259,0.294,0.381,17.1,4.7,15.1,35,101.2,93.4,44.4,8.5,32.0754717,6.12244898,32.05332456,109.79,63.8551,55.7252624,3558.342203,35.8,44.791724,70.9,50.3,59,87.3,75.5,41.3,60.4,12.3,14.9,27.3
290,Joey Meneses,WSN,132,607.3705036,657,158.3417266,100.4406475,30.72302158,1.181654676,25.99640288,70.89928058,83.89748201,40.17625899,3.544964029,152.4334532,3.544964029,5.908273381,1.181654676,2.363309353,0,2.363309353,0.26,0.307553957,0.443579767,23.20143885,6.115107914,611,657,168,118,36,1,13,71,89,38,0,130,5,3,0,0,0,0,0.275,0.321,0.401,19.8,5.8,9.5,39,101.6,94.9,47.1,9.9,37.35849057,6.976744186,37.4955931,108.58,40.5199,49.1276648,1990.648065,33.1,54.166718,68.2,48.4,66.9,86.4,78.9,43.6,67.1,10.2,17.8,28
291,Donovan Solano,,73,410.9375,450,112.5,81.25,23.4375,0,7.8125,46.875,45.3125,26.5625,1.5625,85.9375,6.25,3.125,1.5625,1.5625,0,1.5625,0.274,0.325174825,0.3878327,19.09722222,5.902777778,394,450,111,79,26,1,5,43,38,40,1,100,15,1,0,0,0,0,0.282,0.369,0.391,22.2,8.9,10.7,36.1,99,92.7,41.2,5.9,22.26415095,2.314814815,7.796876108,105.42,45.5203,31.8975752,1451.987192,36.2,43.402836,66.7,49.5,67.9,90.7,81.3,43.5,63.5,9.3,19.2,28.4
292,Josh H. Smith,TEX,95,200.5423729,232,48.49717514,33.42372881,9.830508475,1.310734463,3.93220339,24.9039548,21.62711864,22.93785311,0,47.84180791,3.93220339,1.966101695,1.966101695,4.587570621,1.966101695,2.621468927,0.241,0.328571429,0.362745098,20.62146893,9.88700565,195,232,36,21,8,1,6,29,15,25,0,55,9,1,2,1,0,1,0.185,0.304,0.328,23.7,10.8,19.2,34.5,96.1,90.7,28.6,2.4,9.056603774,5.952380952,30.96990999,103.16,80.9398,19.5747896,1584.379555,23.5,87.50003,62.8,40.5,65,86.6,79.5,43.1,58.9,8.3,19.2,27.5
